CODE,PRODUCT_NAME,ATC_CODE,DOSAGE_FORM,PACK_SIZE,PACK_PRICE
3000356001,DISC PROGAST ADVANCED HY,A07CA00,SACHET,10,90
3000357001,TOXICLEAR,Z01AA05,CAPSULE,60,117.43
3000358001,CLICKS HYDRATION BLCURRANT 1,A07CA00,SACHET,6,
3000364001,PREGNAPIL PLUS,A11AA03,CAPSULE,30,93.15
3000365001,FLUCONAZOLE FRESENIUS,J02AC01,INFUSION,1,43.88
3000365002,FLUCONAZOLE FRESENIUS,J02AC01,INFUSION,10,438.82
3000366001,FLUCONAZOLE FRESENIUS,J02AC01,INFUSION,1,87.76
3000366002,FLUCONAZOLE FRESENIUS,J02AC01,INFUSION,10,877.65
3000367001,MELATONIN TRINITY (NAMIBIA),N05CH01,SLOW RELEASE TABLET,30,80.44
3000372001,OCUDOR CO,S01ED51,OPHTHALMIC DROPS,1,195.01
3000373001,FLOQIN IV,J01MA02,INFUSION,1,57.83
3000374001,FLOQIN IV,J01MA02,INFUSION,1,115.66
3000375001,XYNTHA,B02BD02,POWDER FOR INJ,1,3963.12
3000376001,XYNTHA,B02BD02,POWDER FOR INJ,1,7926.24
3000377001,JAPANESE MESHIMA,V03AX00,CAPSULE,112,
3000378001,ZIMBIQUET,N05AH04,FILM COATED TABLET,60,408.25
3000379001,ZIMBIQUET,N05AH04,FILM COATED TABLET,60,423.2
3000380001,ZIMBIQUET,N05AH04,FILM COATED TABLET,60,517.5
3000381001,ACETONE,V07AB00,LOCAL APPLICATION,50,17.96
3000384001,ALMOND OIL,V07AT00,LOCAL APPLICATION,20,19.03
3000385001,CALAMINE,D04AX00,LOTION,100,19.03
3000385002,CALAMINE,D04AX00,LOTION,200,29.3
3000387001,ALUM,D08AB00,CRYSTALS,50,22.55
3000388001,BAY RUM,V07AT00,LOCAL APPLICATION,200,26.04
3000389001,BORIC ACID,D08AD00,POWDER (GALENICAL),50,38.84
3000390001,COPPER SULPHATE,V03AB20,POWDER (GALENICAL),50,19.44
3000391001,CASTOR OIL,A06AB05,LOCAL APPLICATION,50,21.23
3000391002,CASTOR OIL,A06AB05,LOCAL APPLICATION,100,34.1
3000393001,CITRONELLA OIL,Z01AA09,LOCAL APPLICATION,20,27.09
3000394001,MYCLAV,J01CR02,FILM COATED TABLET,15,54.96
3000395001,MYCLAV,J01CR02,FILM COATED TABLET,15,81.47
3000396001,MOMETASONE CLICKS 120 DOSE,R01AD09,NASAL SPRAY,1,118.02
3000397001,OPTIRAY 350,V08AB07,VIAL,500,22234.85
3000397003,OPTIRAY 350,V08AB07,VIAL,500,44469.7
3000399001,COCONUT OIL,D11AX00,LOCAL APPLICATION,50,20.17
3000400001,ROSUVASTATIN UNICORN,C10AA07,TABLET,30,102.35
3000401001,ROSUVASTATIN UNICORN,C10AA07,FILM COATED TABLET,30,157.85
3000402001,ROSUVASTATIN UNICORN,C10AA07,TABLET,30,242.68
3000403001,ROSUVASTATIN UNICORN,C10AA07,TABLET,30,288.93
3000404001,ELOPLAT,L01XA03,INFUSION,1,415.59
3000405001,ELOPLAT,L01XA03,INFUSION,1,833.96
3000406001,PYRIDOXINE VH,A11HA02,TABLET,28,
3000406002,PYRIDOXINE VH,A11HA02,TABLET,100,
3000407001,NICOTINAMIDE VH,A11HA01,TABLET,28,
3000407002,NICOTINAMIDE VH,A11HA01,TABLET,84,
3000408001,THIAMINE VH,A11DA01,TABLET,28,
3000408002,THIAMINE VH,A11DA01,TABLET,84,
3000409001,MIBLEX,L01XG01,POWDER FOR INJ,1,2794.19
3000410001,EPSOM SALT,A12CC02,POWDER (GALENICAL),100,14.63
3000410002,EPSOM SALT,A12CC02,POWDER (GALENICAL),500,36.63
3000411001,LIQUID PARAFFIN B.P.,A06AA01,LOCAL APPLICATION,100,21.23
3000411002,LIQUID PARAFFIN B.P.,A06AA01,LOCAL APPLICATION,200,36.31
3000412001,DISC CHELA-FER FEMME,A11AA03,TABLET,15,83.95
3000413001,PROBIFICIENT,A07FA51,CAPSULE,30,
3000414001,FLOWERS OF SULPHUR,D10AB02,POWDER (GALENICAL),50,14.29
3000415001,FRIAR'S BALSAM,R01AX10,LOCAL APPLICATION,20,24.16
3000415002,FRIAR'S BALSAM,R01AX10,LOCAL APPLICATION,50,52.43
3000416001,GENTIAN VIOLET,D08AX00,LOCAL APPLICATION,20,10.64
3000417001,MERCUROCHROME,D08AK04,SOLUTION UNBREAKABLE,1,11.7
3000417002,MERCUROCHROME,D08AK04,SOLUTION UNBREAKABLE,1,20.17
3000418001,OLIVE OIL B.P.,V03AX00,LOCAL APPLICATION,50,28.23
3000418002,OLIVE OIL B.P.,V03AX00,LOCAL APPLICATION,100,51.3
3000419001,SEBAMED BABY MULTI PROTECT SUN,D02BA00,SPRAY,1,365
3000420001,SALTPETRE B.P.,Z01AA10,POWDER (GALENICAL),50,38.1
3000421001,PROBIFICIENT PUMP,A07FA51,DROPS,25,
3000422001,TELPRES PLUS,C09DA07,FILM COATED TABLET,28,85.4
3000423001,TELPRES PLUS,C09DA07,FILM COATED TABLET,28,85.4
3000424001,DISC NAROPIN (SECTION 21,N01BB09,INJECTION,5,607.13
3000425001,DISC NAROPIN (SECTION 21,N01BB09,INJECTION,5,534.28
3000426001,ACRIPTEGA FCT,J05AR27,FILM COATED TABLET,30,184.2
3000427001,BLINCYTO,L01FX07,POWDER FOR INJ,1,34500.77
3000428001,DISC SUPLIMAX ZINC GLUCO,A12CB02,TABLET,100,46.54
3000429001,FABU-THIAMINE HCL (NAMIBIA),A11DA01,TABLET,100,71.53
3000430001,FABU-PYRIDOXINE HCL,A11HA02,TABLET,500,72.8
3000431001,VATIVIO,L01EA01,FILM COATED TABLET,30,6855
3000433002,TAMIFLU,J05AH02,SYRUP,64.7,236.83
3000435001,VOLUTRIP,J05AR27,TABLET,30,245.72
3000440001,AEDATRI,J05AR27,FILM COATED TABLET,28,214.67
3000440002,AEDATRI,J05AR27,FILM COATED TABLET,30,230
3000442001,LEGALON FORTE,A05BA03,CAPSULE,100,402.49
3000442002,LEGALON FORTE,A05BA03,CAPSULE,30,120.73
3000443001,ELECTROLYTE ORS-VH,A07CA00,SACHET,1,
3000444001,TACRUM,L04AD02,TABLET,50,1093.01
3000445001,TACRUM,L04AD02,TABLET,100,3983.35
3000446001,GLUCOSE,V03AX00,POWDER (GALENICAL),100,15.36
3000446002,GLUCOSE,V03AX00,POWDER (GALENICAL),500,40.3
3000447001,TACRUM,L04AD02,TABLET,50,9691.15
3000448001,SERINEM,N03AX09,TABLET,60,84.99
3000449001,SERINEM,N03AX09,TABLET,60,119
3000450001,CYNEX,B02AA02,INJECTION,5,277.52
3000451001,SERINEM,N03AX09,TABLET,60,199
3000452001,SERINEM,N03AX09,TABLET,60,325
3000453001,GLYCERINE,A01AB11,LOCAL APPLICATION,20,8.03
3000453002,GLYCERINE,A01AB11,LOCAL APPLICATION,50,16.09
3000453003,GLYCERINE,A01AB11,LOCAL APPLICATION,100,24.16
3000454001,HYDROGEN PEROXIDE SOLUTION B.P,D08AX01,LOCAL APPLICATION,100,12.83
3000455001,HYDROGEN PEROXIDE SOLUTION B.P,D08AX01,LOCAL APPLICATION,100,13.57
3000456001,HYDROGEN PEROXIDE SOLUTION B.P,D08AX01,LOCAL APPLICATION,100,17.96
3000457001,HYDROGEN PEROXIDE SOLUTION B.P,D08AX01,LOCAL APPLICATION,100,19.44
3000458001,IODINE TINCTURE B.P.,D08AG03,LOCAL APPLICATION,20,16.09
3000459001,ZELESSE DAILY INTIMATE HYGIENE,V07AX00,SOAP LIQUID WASH,250,64.94
3000460001,DISC LOSAGEN (NAMIBIA),C09CA01,TABLET,30,71.5
3000461001,DISC LOSAGEN (NAMIBIA),C09CA01,TABLET,30,77.5
3000462001,DISC AMIKACINA TEVA (SEC,J01GB06,INJECTION,1,394.72
3000463001,SODIUM BICARBONATE B.P.,A02AH00,POWDER (GALENICAL),100,15.36
3000463002,SODIUM BICARBONATE B.P.,A02AH00,POWDER (GALENICAL),500,40.3
3000464001,RUBITAB,G03GB02,TABLET,10,129.98
3000465001,DISC PHENYTOIN SODIUM US,N03AB02,INJECTION,10,695
3000466001,SPIRITS OF CAMPHOR,D11AX00,LOCAL APPLICATION,20,18.15
3000468001,SURGICAL SPIRITS,D08AX08,LOCAL APPLICATION,50,14.48
3000468002,SURGICAL SPIRITS,D08AX08,LOCAL APPLICATION,100,20.13
3000468003,SURGICAL SPIRITS,D08AX08,LOCAL APPLICATION,200,32.22
3000469001,SWEET OIL B.P.,V03AX00,LOCAL APPLICATION,50,19.32
3000470001,WINTERGREEN B.P.,M02AC00,UNG,50,21.74
3000471001,ZINC STARCH & BORACIC,D11AX00,POWDER (GALENICAL),75,32.22
3000472001,ZINC AND CASTOR,D02AB00,UNG,50,20.93
3000473001,PROBIFICIENT L KIDS,A07FA51,DROPS,15,
3000474001,PROBIFICIENT L ADULTS,A07FA51,DROPS,20,
3000475001,PROBIFICIENT D,A07FA51,DROPS,15,
3000476001,DISC VITAL HAIR SKIN & NAILS,A11AA03,CAPSULE,90,168.47
3000477001,DISC VITAL MAXI C,A11GA01,TABLET,90,161.02
3000478001,LEVOJUB,J01MA12,FILM COATED TABLET,5,132.86
3000479001,VITAL OMEGA 3 NEW FORMULA,C10AX06,CAPSULE,90,201.6
3000479002,VITAL OMEGA 3 NEW FORMULA,C10AX06,CAPSULE,120,180
3000480001,VALHEFT,C09CA03,FILM COATED TABLET,30,116.41
3000481001,VALHEFT,C09CA03,FILM COATED TABLET,30,116.41
3000482001,PHENYTOIN SODIUM (SECTION 21),N03AB02,INJECTION,5,675.74
3000483001,ARTIGEST IBS,A03AX00,CAPSULE,30,182.28
3000484001,DISC RABIVAX-S (SECTION,J07BG01,VACCINE,1,320
3000485001,DISC GABLOFEN (SECTION 2,M03BX01,INJECTION,1,750
3000486001,SAL VOLATILE B.P.,Z01AA10,LOCAL APPLICATION,50,16.09
3000487001,DISC IMMUNO ARMOUR ACUTE ADULT,A16AX00,CAPSULE,10,93.62
3000488001,DISC GABLOFEN (SECTION 2,M03BX01,INJECTION,1,1050
3000489001,DISC GABLOFEN (SECTION 2,M03BX01,INJECTION,1,1087
3000490001,IMMUNIFICIENT,A11JC00,SYRUP,200,
3000491001,IMMUNIFICIENT,A11AB00,DROPS,30,
3000492001,SYNAGIS,J06BD01,INJECTION,1,8110.72
3000493001,SYNAGIS,J06BD01,INJECTION,1,16221.44
3000494001,DISC IMMUNO ARMOUR ACTIVE,A16AX00,CAPSULE,30,241.7
3000495001,DISC IMMUNO ARMOUR ALLERGIES,A16AX00,CAPSULE,30,241.7
3000496001,ASPEN RISPERIDONE,N05AX08,SOLUTION BREAKABLE,30,650.41
3000497001,DISC IMMUNO ARMOUR GUT HEALTH,A16AX00,CAPSULE,30,241.7
3000499001,IZOTOP MDP (SECTION 21),V090000,KIT,1,2990
3000500001,CLICKS ESSENTIALS LIPOIC ACIDS,V03AX00,CAPSULE,60,
3000501001,CLICKS ESSENTIALS AMINO ACIDS,A16AA00,CAPSULE,60,
3000502001,CLICKS ESSENTIALS E/PRIMROSE,V06DX00,CAPSULE,60,
3000503001,CLICKS ESSENTIALS FOLIC COMPLE,B03BB01,TABLET,60,
3000504001,CLICKS ESSENTIALS MULTIVITAMIN,A11AA03,CAPSULE,60,
3000505001,VITAL PURE EVENING P/ROSE OIL,V06DX00,CAPSULE,60,169.91
3000506001,ALOES,A06AB00,POWDER (GALENICAL),25,24.16
3000507001,AVALIFE COLON CARE (NAMIBA),A07FA51,CAPSULE,30,
3000508001,AVALIFE AVAFEM (NAMIBIA),A11GB00,CAPSULE,30,287.5
3000509001,INTUNGWA INFANTS DIARRHOEA MIX,A07XA00,SUSPENSION,50,
3000510001,EQUAZEN FORTE,C10AX06,CAPSULE,60,421.18
3000511001,DISC GABLOFEN (SECTION 2,M03BX01,INJECTION,1,840
3000512001,ZAARIO,C09CA01,FILM COATED TABLET,30,75
3000513001,ZAARIO,C09CA01,FILM COATED TABLET,30,87.99
3000514001,DISC INDIGO CARMIN AMINO,V04CH02,INJECTION,10,1467.85
3000515001,MIBIOTIX AT,A07FA01,CAPSULE,10,106.03
3000516001,MIBIOTIX AK,A07FA01,CHEW TABLET,10,95.47
3000517001,NOVALAC PREMATURE RTF,V06C000,SOLUTION UNBREAKABLE,1,0.01
3000518001,NOVALAC PREMIUM RTF,V06C000,SOLUTION UNBREAKABLE,1,0.01
3000519001,DISC EVOLTRA (SECTION 21),L01BB06,INFUSION,1,59213.5
3000520001,SEPTOCHLOR,A01AB11,MOUTH WASH,100,23.81
3000520002,SEPTOCHLOR,A01AB11,MOUTH WASH,200,39.68
3000521001,ZINC & CASTOR OIL,D02AB00,OINTMENT,25,12.59
3000522001,ODYSTRA,J05AR27,FILM COATED TABLET,30,233.34
3000523001,CLICKS ESSENTIALS OMEGA,C10AX06,CAPSULE,30,
3000524001,DYNAFORCE BLUEBERRY,A07CA00,SACHET,12,
3000525001,DYNAFORCE NAARTJIE,A07CA00,SACHET,12,
3000526001,DYNAFORCE TROPICAL,A07CA00,SACHET,12,
3000527001,DYNAFORCE CHERRY/GRAPE,A07CA00,SACHET,12,
3000528001,RAVALEF,L04AK01,TABLET,30,715.47
3000529001,RAVALEF,L04AK01,TABLET,30,715.47
3000530001,RELEAF VITAMIN D3,A11CC05,MELT TABS,30,63.25
3000532001,REYDIN,J05AR27,FILM COATED TABLET,28,171.93
3000532002,REYDIN,J05AR27,FILM COATED TABLET,30,184.2
3000534001,DISC ACCUSOL 35 POTASSIU,B05DB00,INFUSION,1,310
3000535001,SUCCICORT (NAMIBIA),H02AB09,POWDER FOR INJ,1,27.69
3000536001,ACCUSOL 35 POTASSIUM,B05DB00,INFUSION,1,
3000537001,DISC ACCUSOL 35 POTASSIU,B05DB00,INFUSION,1,310
3000539001,ESMOCARD,C07AB09,INJECTION,5,1423.46
3000540001,MELATONIN,N05CH01,POWDER (GALENICAL),1000,6480.25
3000541001,LOSARTAN MACLEODS,C09CA01,FILM COATED TABLET,30,75
3000542001,LOSARTAN MACLEODS,C09CA01,FILM COATED TABLET,30,87
3000543001,PIOGLITAZONE HCL MACLEODS,A10BG03,TABLET,30,100.08
3000544001,PIOGLITAZONE HCL MACLEODS,A10BG03,TABLET,30,168.06
3000545001,SKIN DEEP,D02AX00,LOTION,50,
3000546001,LISO,C09AA03,TABLET,30,29.79
3000547001,LISO,C09AA03,TABLET,30,29.79
3000548001,LISO,C09AA03,TABLET,30,29.79
3000549001,MIBIOTIX HH,A07FA51,CAPSULE,30,251.41
3000550001,MIBIOTIX IH,A07FA01,CAPSULE,30,212.11
3000551001,MIBIOTIX DB,A07FA01,CAPSULE,30,201.34
3000552001,MIBIOTIX SN,A07FA01,CAPSULE,30,223.47
3000554001,MIBIOTIX RM,A07FA01,CAPSULE,30,263.09
3000555001,MIBIOTIX SP,A07FA01,CAPSULE,30,227.49
3000556001,MIBIOTIX VG,G02CX00,CAPSULE,30,200.4
3000557001,VERTIN,N07CA01,TABLET,20,255.63
3000558001,DERCA TRIPLE ACTIVE RETINOL,D02AX00,JEL TOPICAL EXTERNAL,50,
3000559001,DERCA VITAMIN C DERMAL,D02AX00,JEL TOPICAL EXTERNAL,50,
3000560001,MITOGUT,A02BC05,INJECTION,10,460.58
3000561001,DISC RUCONEST (SECTION 21),B06AC01,INJECTION,1,
3000562001,DISC BENDROFLUMETHIAZIDE,C03AA01,TABLET,28,256
3000563001,DISC CERDELGA (SECTION 2,A16AX10,CAPSULE,56,263915.35
3000564001,IMMUNO ARMOUR COMBO FAMILY PK,A16AX00,KIT,1,391.37
3000565001,IZOTOP DTPA (SECTION 21),V09DB03,KIT,1,2990
3000566001,IZOTOP PYRON (SECTION 21),V090000,KIT,1,2990
3000567001,DISC DTPA RADPHARM (SECT,V09DB03,KIT,1,1920
3000568001,MIBIOTIX DK KIDS,A07FA01,CHEW TABLET,30,187.92
3000569001,MIBIOTIX PN,A07FA01,CAPSULE,30,219.36
3000570001,DISC ROTOP EHIDA (SECTIO,V09DB03,KIT,1,3250
3000571001,TELATRI,J05AR27,FILM COATED TABLET,30,184
3000572001,LANOGRAV,J05AR27,FILM COATED TABLET,30,195.49
3000572002,LANOGRAV,J05AR27,FILM COATED TABLET,90,586.47
3000574001,DR LEE PAIN RELIEF MASSAGE,M01AX00,OIL,50,
3000575001,LOSARTAN BIOTECH,C09CA01,FILM COATED TABLET,30,86
3000576001,LOSARTAN BIOTECH,C09DA01,FILM COATED TABLET,30,88.77
3000577001,LOSARTAN BIOTECH,C09DA01,FILM COATED TABLET,30,99.87
3000578001,DISC DRAXIMAGE MDP (SECT,V09BA02,KIT,1,2805
3000579001,IZOTOP TECHIDA (SECTION 21),V090000,KIT,1,2990
3000580001,VULANTE,J05AR27,FILM COATED TABLET,30,230
3000581001,BIO-OIL SKINCARE,D02AX00,OIL,25,44.11
3000582001,BIO-OIL DRY SKIN,D02AX00,JEL TOPICAL EXTERNAL,50,51.6
3000582002,BIO-OIL DRY SKIN,D02AX00,JEL TOPICAL EXTERNAL,100,92.08
3000582003,BIO-OIL DRY SKIN,D02AX00,JEL TOPICAL EXTERNAL,200,145.74
3000583001,GLUTAMED ZS,A16AA03,SACHET,10,495.88
3000585001,NUVACO,J05AR27,FILM COATED TABLET,30,184.2
3000586001,DISC TWINRIX (SECTION 21,J07BC20,VACCINE,1,1362.86
3000587001,DISC MONOPROST (SECTION 21),S01EE03,OPHTHALMIC DROPS,30,
3000588001,DISC COSOPT-S (SECTION 2,S01ED51,OPHTHALMIC DROPS,30,471.13
3000589001,OMIFLUX,A02BC01,CAPSULE,14,69.45
3000590001,DISC RELEAF VITAMIN K2,B02BA01,MELT TABS,30,121.5
3000592001,FLEXOFEND,M01AX00,CAPSULE,30,
3000593001,MULTIVITAMIN A-Z,A11AA03,SACHET,48,
3000594001,OMEGA-3 RASPBERRY,C10AX06,SACHET,48,
3000596001,LUVIGEN,J05AR27,TABLET,30,184.2
3000596002,LUVIGEN,J05AR27,TABLET,28,171.93
3000596003,LUVIGEN,J05AR27,TABLET,90,552.6
3000597001,DISC NANOTOP (SECTION 21,B05AA01,KIT,1,6400
3000598001,DISC NEPRO LP,V06DB00,POWDER,350,113
3000599001,DISC NEPRO HP,V06DB00,POWDER,360,113
3000600001,LAVEM,J05AR27,TABLET,30,233.34
3000600002,LAVEM,J05AR27,TABLET,28,516.1
3000600003,LAVEM,J05AR27,TABLET,84,1548.29
3000600004,LAVEM,J05AR27,TABLET,90,1658.88
3000600005,LAVEM,J05AR27,TABLET,180,3317.76
3000601001,AUSTELL ZOLEDRONIC ACID,M05BA08,INFUSION,1,1275.75
3000602001,POLLOFEX,R06AX26,TABLET,30,144.7
3000602002,POLLOFEX,R06AX26,TABLET,10,48.23
3000603001,POLLOFEX,R06AX26,TABLET,30,217.06
3000603002,POLLOFEX,R06AX26,TABLET,10,72.35
3000604001,MEMRISE,Z01AA05,CAPSULE,30,300.15
3000605001,KOVATRAX,J05AR27,FILM COATED TABLET,30,182.51
3000606001,D3 LIQUID,A11CC05,DROPS,20,151.72
3000606002,D3 LIQUID,A11CC05,DROPS,59,400
3000607001,DISC STEMETIL (SECTION 2,N05AB04,INJECTION,10,422.57
3000608001,DISC NEPALM VITAMIN A (S,A11CA01,INJECTION,6,919.27
3000609001,AJOVY (SECTION 21),N02CD03,INJECTION,1,14445.65
3000610001,ULTRAINFLAMX PLUS 360,V06AA00,POWDER,658,1375.86
3000611001,ULTRAINFLAMX PLUS 360,V06AA00,POWDER,630,1375.86
3000612001,ULTRAINFLAMX PLUS 360,V06AA00,POWDER,672,1375.86
3000613001,ULTRAINFLAMX PLUS 360,V06AA00,POWDER,658,1375.86
3000614001,DOCTOR DAYCARE IMMUNO MULTI,A16AX00,SYRUP,200,119.03
3000615001,ROCURONIUM BIOTECH,M03AC09,INJECTION,1,1188.01
3000616001,LORDYNO,R06AX13,TABLET,10,14.47
3000616002,LORDYNO,R06AX13,TABLET,30,43.42
3000617001,MIBIOTIX PP,A07FA01,CAPSULE,60,922.85
3000618001,VITILIFT MULTIVITAMIN KIDS,A11AA03,SYRUP,200,92.58
3000619001,ICLUSIG (SECTION 21),L01EA05,TABLET,30,14334.75
3000620001,CERETEC (SECTION 21),V09AA01,KIT,1,4296.43
3000621001,FORTISIP COMPACT PROTEIN,V06DB00,SOLUTION UNBREAKABLE,1,
3000624001,DISC NANOCOLL (SECTION 2,B05AA01,KIT,1,1469.24
3000625001,DATSCAN (SECTION 21),V09AB03,INJECTION,1,51750
3000626001,ZINIUM BERRY,A12CX00,EFFERVESCENT TABLET,12,70.68
3000627001,DISC ORFIRIL (SECTION 21,N03AG01,INJECTION,5,1501.66
3000628001,RAFINLAR,L01EC02,CAPSULE,120,26480.97
3000629001,MEQSEL,L01EE01,TABLET,30,26480.97
3000630001,VITILIFT MULTIVITAMIN BABY,A11AA03,DROPS,30,79.35
3000631001,UMAN ALBUMIN (SECTION 21),B05AA01,INFUSION,1,882.35
3000632001,TECHNESCAN DTPA (SECT 21),V09DB03,KIT,1,1354.93
3000633001,SIDERAL FORTE 15,B03AE10,CAPSULE,60,314.21
3000634001,QUADROFER STICK PACK,B03AE02,SACHET,30,274.94
3000635001,SIDERAL,B03AE10,DROPS,30,230.17
3000636001,TEMIV,J05AR27,FILM COATED TABLET,30,258.06
3000637001,PURE SHOWER,V07AX00,SOAP LIQUID WASH,400,47.67
3000638001,TECHNESCAN PYP (SEC 21),V09BA03,KIT,1,1169.9
3000639001,DISC MOM2B COMBO (CAPS + OMEGA,A11AA03,KIT,1,203.85
3000641001,ZITA (NAMIBIA),J01FA10,TABLET,3,95.04
3000642001,DISC RAPIBLOC (SECTION 2,C07AB14,INFUSION,1,8470.72
3000643001,DISC NIFEDIPIN (SECTION,C08CA05,SOLUTION BREAKABLE,100,648
3000643002,NIFEDIPIN (SECTION 21) ORAL,C08CA05,DROPS,30,331.2
3000644001,DISC ONCOGINASE (SECTION,L01XX02,INJECTION,1,1050
3000645001,LACTULAX,A06AD11,SYRUP,100,36.12
3000646001,DISC VYXEOS (SECTION 21),L01XY01,INFUSION,1,134753.06
3000647001,GLUTAWAY,Z01AA05,CAPSULE,60,
3000648001,NEUROZYM,Z01AA05,CAPSULE,60,
3000649001,ENERZYM,A13A000,SACHET,20,
3000650001,ENERZYM,A13A000,SYRUP,200,
3000651001,OSTEOVANCE,M01AX00,CAPSULE,60,
3000652001,DISC FLUMAZENIL (SECTIN,V03AB25,INFUSION,10,2900
3000653001,WARFARIN (SECTION 21),B01AA03,TABLET,28,
3000654001,XYLOCAINE PUMP (SECT 21),N01BB02,SPRAY,1,517.5
3000655001,IMMUNE BERRY SYRUP,A11AB00,SACHET,48,
3000656001,DISC PHENTOLAMINE MESYLA,V03AB36,INJECTION,1,10519
3000657001,VITAMIN C,A11GA01,CHEW TABLET,30,
3000658001,VITAMIN C,A11GA01,CHEW TABLET,60,
3000659001,VITAMIN C TIME RELEASE,A11GA01,TABLET,30,
3000660001,VITAMIN C TIME RELEASE,A11GA01,TABLET,60,
3000661001,VITAMIN C LIQUI SHOT,A11GA01,SACHET,48,253.92
3000662001,VITAMIN C LIQUI SHOT,A11GA01,SYRUP,200,
3000663001,DISC DILTIAZEM (SECTION,C08DB01,TABLET,90,315
3000664001,PHENOBARBITAL SOD (S21),N03AA02,INJECTION,5,800.4
3000665001,MILUTIN,J05AR27,FILM COATED TABLET,28,214.68
3000665002,MILUTIN,J05AR27,FILM COATED TABLET,30,230
3000666001,DISC THIOLA (SECTION 21),G04BX16,TABLET,100,1711.8
3000667001,VITAMIN B12 COMPLEX,A11EA00,EFFERVESCENT TABLET,10,53.71
3000667002,VITAMIN B12 COMPLEX,A11EA00,EFFERVESCENT TABLET,20,72.07
3000669001,MACLEODS FAMCICLOVIR,J05AB09,FILM COATED TABLET,10,153.81
3000670001,MACLEODS FAMCICLOVIR,J05AB09,FILM COATED TABLET,21,671.23
3000671001,PROBILIFT ACUTE,A07FA51,CAPSULE,10,54.89
3000672001,DESIGNATED BUFFY COAT SINGLE,B05AX02,INFUSION,1,2538.8
3000673001,PROBILIFT DAILY,A07FA51,CAPSULE,30,109.77
3000674001,DISC PROBILIFT,A07FA51,SPRAYS ORAL SYSTEMIC,1,106.94
3000675001,PROBILIFT D,A07FA51,DROPS,30,146.8
3000676001,PROBILIFT L,A07FA51,DROPS,30,158.7
3000677001,SUDOCREM CARE & PROTECT,D08AX00,OINTMENT,100,
3000678001,DISC ANATERA (SECTION 21,S01JA01,INJECTION,12,3490.85
3000680001,NIPRESS (SECTION 21),C02DD01,INFUSION,1,
3000681001,AEROMIDE 200 DOSE,R03BA02,AQUA SPRAY,1,145.64
3000682001,VALDUO,C09DB01,FILM COATED TABLET,30,145.48
3000683001,VALDUO,C09DB01,FILM COATED TABLET,30,156.4
3000684001,GLYTAB,A10BB09,SLOW RELEASE TABLET,60,69.85
3000686001,AXETINE (NAMIBIA),J01DC02,POWDER FOR INJ,10,
3000687001,AXETINE (NAMIBIA),J01DC02,POWDER FOR INJ,10,
3000689001,BOOSTRIX PRE-FILLED,J07AJ52,VACCINE,1,333.7
3000690001,ESSENTIALS IMMUNEX MULTI-VIT,A11AB00,CAPSULE,60,
3000691001,COMPLIVITE COMPLEX,A11AA03,TABLET,60,
3000692001,MYLOTARG (SECTION 21),L01FX02,INFUSION,1,
3000693001,DISC ROFERON-A (SECTION,L03AB04,INJECTION,6,8773.11
3000695001,COLLAGEN,M01AX00,CAPSULE,60,
3000695002,COLLAGEN,M01AX00,CAPSULE,30,59.79
3000695003,COLLAGEN,M01AX00,CAPSULE,90,179.37
3000696001,FABU-ASCORBIC ACID (NAMIBIA),A11GA01,TABLET,5000,379.1
3000697001,VITAMIN B CO LIQUI-SHOT,A11EA00,SACHET,48,253.92
3000699001,TRAVELRITE,Z01AA05,TABLET,20,94.3
3000700001,DISC ETHYMAL (SECTION 21,N03AD01,CAPSULE,50,
3000701001,CALCIUM GLUCONATE (NAMIBIA),A12AA03,CHEW TABLET,500,77.02
3000702001,FABUDINE (NAMIBIA),D08AG02,SOLUTION BREAKABLE,1000,155.83
3000702002,FABUDINE (NAMIBIA),D08AG02,SOLUTION BREAKABLE,5000,685.22
3000703001,DISC FIBROMAX (NAMIBIA),A06AD00,CAPSULE,120,187.5
3000704001,FABU-STAALDRUPPELS (NAMIBIA),B03XA01,DROPS,20,25.51
3000706001,FABU-PODOPHYLLIN (NAMIBIA),D11AF00,PAINT,1,283.06
3000707001,VITA-KIDZ IMMUNE BOOSTER (NAM),A11AA03,SYRUP,200,73.84
3000708001,CREDENCE SUPADIN GRAPE SEED EX,V03AX00,CAPSULE,60,
3000709001,ALPHA PHARM ALPHA OMEGA,C10AX06,CAPSULE,90,100.66
3000711002,PEPTAMEN JUNIOR ADVANCE SMART,Z01AP02,SOLUTION UNBREAKABLE,1,325.42
3000712002,PEPTAMEN HN SMART FLEX BOTTLE,Z01AP02,SOLUTION UNBREAKABLE,1,329.68
3000713002,PEPTAMEN 1.0 SMART FLEX BOTTLE,Z01AP02,SOLUTION UNBREAKABLE,1,301.27
3000714001,DISC ALECENSA (SECTION 2,L01ED03,CAPSULE,224,68357.06
3000715002,PEPTAMEN AF SMART FLEX BOTTLE,Z01AP02,SOLUTION UNBREAKABLE,1,391.55
3000716001,ENALAPRIL UNICORN,C09AA02,TABLET,28,24.91
3000718001,KAOTIN,A07BB00,SUSPENSION,100,24.41
3000720001,HEMLIBRA,B02BX06,INJECTION,1,59049.04
3000721001,TRESIBA (NAMIBIA) FLEXTOUCH,A10AE06,INJECTION,1,
3000722001,DISC BENZATHINE PENICILL,J01CE08,INJECTION,25,462.35
